plpj[1],   7.6643812959E-03
plpj[2],   5.1968395279E-03
plpj[3],   2.2667109108E-03
scfj[0],   1.0322100745E+03
scfj[1],   1.0811419011E+03
scfj[2],   1.1115735752E+03
scfj[3],   1.2252274714E+03
shfj[0],   5.5803669618E+01
shfj[1],   4.2276779277E+01
shfj[2],   3.7721060578E+01
shfj[3],   2.8371795201E+01
kfj[0],   1.3952104795E-05
kfj[1],   1.0570094385E-05
kfj[2],   9.4310677734E-06
kfj[3],   7.0935524956E-06
kfavgj[1],   1.2261099590E-05
kfavgj[2],   1.0000581079E-05
kfavgj[3],   8.2623101345E-06
scpj[0],   1.0077713665E+03
scpj[1],   1.0311575363E+03
scpj[2],   1.0453434825E+03
scpj[3],   1.0978694002E+03
shpj[0],   5.6308234992E+01
shpj[1],   4.3079047406E+01
shpj[2],   3.8685158458E+01
shpj[3],   2.9857508784E+01
kpj[0],   1.4078256875E-05
kpj[1],   1.0770678488E-05
kpj[2],   9.6721127576E-06
kpj[3],   7.4650125042E-06
kpavgj[1],   1.2424467681E-05
kpavgj[2],   1.0221395623E-05
kpavgj[3],   8.5685626309E-06
cfmj[1],   6.1909981719E+01
cfmj[2],   8.1318025336E+01
cfmj[3],   1.5945939079E+02
cpmj[1],   4.3314775959E+00
cpmj[2],   2.3430885766E+01
cpmj[3],   3.3852125143E+01
phiosmfmj[1],   9.4178335338E-01
phiosmfmj[2],   9.5449463725E-01
phiosmfmj[3],   1.0310566716E+00
phiosmpmj[1],   9.1883347947E-01
phiosmpmj[2],   9.2399888900E-01
phiosmpmj[3],   9.2784174631E-01
posmfj[1],   4.8633037189E+01
posmfj[2],   6.4741092500E+01
posmfj[3],   1.3713627366E+02
posmpj[1],   3.3196522429E+00
posmpj[2],   1.8058424709E+01
posmpj[3],   2.6198688644E+01
mfk[0],   5.5948975687E+00
xfk[0],   1.6384780860E-02
mpk[0], 0.00              
xpk[0], 0.00              
mfk[1],   1.9920972121E+00
mfk[2],   1.1003377273E+00
mfk[3],   1.0536716125E+00
mpk[1],   3.6028003565E+00
mpk[2],   4.4945598414E+00
mpk[3],   4.5412259561E+00
xfk[1],   4.5713719461E-02
xfk[2],   8.2027032201E-02
xfk[3],   8.4837855101E-02
xpk[1],   1.6792423746E-04
xpk[2],   3.1454301606E-04
xpk[3],   5.0205187559E-04
densityfk[0],   1.0073984165E+03
densityfk[1],   1.0294127178E+03
densityfk[2],   1.0566694904E+03
densityfk[3],   1.0587792940E+03
viscfk[0],   1.0152272788E-03
viscfk[1],   1.0782844968E-03
viscfk[2],   1.1563581192E-03
viscfk[3],   1.1624013885E-03
refk[0],   3.4238038663E+03
refk[1],   1.1477761160E+03
refk[2],   5.9117174190E+02
refk[3],   5.6315659756E+02
fffk[0],   4.7528938204E-01
fffk[1],   5.8492763472E-01
fffk[2],   7.4021151652E-01
fffk[3],   7.5614096118E-01
plfk[0],   4.4575477815E-01
plfk[1],   6.8059467204E-02
plfk[2],   2.5599032780E-02
plfk[3],   2.3931105643E-02
scfk[0],   1.0077713665E+03
scfk[1],   1.0474753985E+03
scfk[2],   1.0943422989E+03
scfk[3],   1.0978694002E+03
shfk[0],   1.0384637787E+02
shfk[1],   7.1049037200E+01
shfk[2],   5.6842071767E+01
shfk[3],   5.5921985195E+01
kfk[0],   2.5973696966E-05
kfk[1],   1.7770539520E-05
kfk[2],   1.4217142449E-05
kfk[3],   1.3987013577E-05
kfavgk[1],   2.1872118243E-05
kfavgk[2],   1.5993840985E-05
kfavgk[3],   1.4102078013E-05
cpk[0], 0.00              
cfk[0],   1.6506002293E+01
cpk[1],   8.3561287262E-02
cpk[2],   1.9831865244E-01
cpk[3],   3.4904983357E-01
cfk[1],   3.1782143243E+01
cfk[2],   5.9228802778E+01
cfk[3],   7.4526683555E+01
cfmk[1],   5.2278360814E+01
cfmk[2],   6.9970104649E+01
cfmk[3],   7.5078386904E+01
phiosmfmk[1],   9.3640652817E-01
phiosmfmk[2],   9.4675774439E-01
phiosmfmk[3],   9.5013437759E-01
phiosmpk[1],   9.1801489716E-01
phiosmpk[2],   9.1803543169E-01
phiosmpk[3],   9.1806253658E-01
posmfk[1],   4.0832512308E+01
posmfk[2],   5.5254938116E+01
posmfk[3],   5.9500370778E+01
posmpk[1],   6.3984467148E-02
posmpk[2],   1.5185976135E-01
posmpk[3],   2.6728796705E-01
r1[1],   8.2927299093E-01
r1[2],   8.1167276083E-01
densitypk,   9.9547684014E+02
qpk,   4.5618599781E-03
pfkout,   5.9640333611E+01
pfjout,   4.9583085185E+01
pbkin,   5.3777262297E+01
pqhpumpk,   3.7864813029E-01
pqbpumpk,   3.2654810659E-02
sec_hpumpk,   3.0741857253E+00
sec_bpumpk,   2.6511936745E-01
pbjin,   4.4724776666E+01
pqhpumpj,   2.2780140367E-01
pqbpumpj,   6.4633141454E-03
pqlpumpj,   2.0610623431E-03
sec_hpumpj,   1.8494844351E+00
sec_bpumpj,   5.2474649931E-02
sec_lpumpj,   1.6733447038E-02
secsumk,   3.3393050928E+00
secsumj,   1.9186925321E+00
secsum,   5.2579976249E+00
cr_factor,   1.0034103966E-01
erdcost[1],   5.9035109519E+03
erdcost[2],   6.5710283615E+03
erdcostsum[1],   5.9035109519E+03
erdcostsum[2],   1.2474539313E+04
pumptotalcost[1],   4.5090958853E+04
pumptotalcost[2],   7.8476601133E+04
pumptotalcostsum[1],   4.5090958853E+04
pumptotalcostsum[2],   1.2356755999E+05
amjsum,   6.0230743874E+03
amksum,   9.9352673566E+02
salmakeupcost,   1.1317243274E-07
capex,   7.4720259319E+05
memrepcost,   4.9643928216E+04
maintlaborcost,   1.4944051864E+04
chemcost,   7.4720259319E+03
energycost,   3.6805983374E-01
opex,   7.2060006012E+04
rtq,   8.4218953441E-01
cfjout,   2.2186063510E+02
xb,   1.8952807800E-01
cb,   2.1556161222E+02
qin,   1.9500000000E+01
cin,   3.5000000000E+01
rt,   8.5000000000E-01
pmaxj1_,   6.5000000000E+01
pmaxk1_,   8.5000000000E+01
ppk,   1.0000000000E+00
eff_pump,   7.5000000000E-01
eff_erd,   9.0000000000E-01
perdoutj,   1.0000000000E+00
irate,   7.8000000000E-02
years,   2.0000000000E+01
ecost,   7.0000000000E-02
oaromemcost,   5.0000000000E+01
romemcost,   3.0000000000E+01
memrepfactor,   1.5000000000E-01
practical_inv_factor,   1.6000000000E+00
maint_labor_factor,   2.0000000000E-02
chemical_factor,   1.0000000000E-02
pumpcost,   1.9080000000E+05
loadfactor,   9.0000000000E-01
mpj[0],   5.5948975687E+00
wj,   2.3498442789E+01
wk,   4.2902866298E+00
lj,   2.5631802250E+02
lk,   2.3157584129E+02
jwj[1],   1.4518193242E-06
jwj[2],   3.3966905090E-07
jwj[3],   5.0069771487E-07
jsj[1],   7.1794636785E-07
jsj[2],   7.2179474283E-07
jsj[3],   1.5661969955E-06
jwk[1],   1.0930555468E-05
jwk[2],   2.7035142796E-06
jwk[3],   1.3897595053E-07
jsk[1],   1.8268179834E-06
jsk[2],   2.4420125099E-06
jsk[3],   2.6155267975E-06
pfj[0],   5.1713871323E+01
pfj[1],   5.0763931039E+01
pfj[2],   5.0118892882E+01
pfj[3],   4.9680120527E+01
ppj[0],   1.0009620468E+00
ppj[1],   1.9661797181E+00
ppj[2],   2.6210194039E+00
ppj[3],   3.0650339475E+00
ppjin,   3.1618670905E+00
pfk[0],   8.4997999533E+01
pfk[1],   6.7793659907E+01
pfk[2],   6.2540017115E+01
pfk[3],   6.0563977931E+01
cpoutj,   1.6052139541E+01
cpnk,   4.9978101470E-01
perdoutk,   1.0000000000E+00
lcow,   1.5036717147E+00
sec,   5.0000000000E+00
ma,   1.5949663558E-13
mr,   4.4261671389E-02
slk_1,   3.4142118844E+00
slk_2,   9.8176230474E-01
slk_3,   5.0550876830E-02
slk_4,   2.5803192762E-01
slk_30,   3.7864813029E-01
slk_31,   3.2654810659E-02
slk_32,   2.2780140367E-01
slk_33,   6.4633141454E-03
slk_34,   2.0610623431E-03
