awj1,   4.1666666667E-07
bsj1,   3.0699000000E-06
hf,   2.0000000000E-03
i,   2.0000000000E+00
r,   8.3140000000E-02
t,   2.9315000000E+02
mw,   5.8440000000E+01
void,   7.5000000000E-01
densityw,   9.9510000000E+02
d,   1.0000000000E-09
w,   1.3400000000E+00
l,   1.0000000000E+00
nl,   5.0000000000E-01
eps,   1.0000000000E-10
awk1,   4.2000000000E-07
bsk1,   3.5000000000E-08
xpoly[1],  -4.2071953625E-07
xpoly[2],   9.6629229366E-04
xpoly[3],   9.8212942576E-04
patm,   1.0000000000E+00
n,   3.0000000000E+00
nstage,   6.0000000000E+00
ncc,   5.0000000000E+00
amj[1],   9.9124275137E+02
amj[2],   1.3238930368E+03
amj[3],   1.3215479493E+03
amj[4],   1.1429063225E+03
amj[5],   7.1102961140E+02
amk,   7.7410993647E+02
dhfj[1],   3.9995990508E-03
dhfj[2],   3.9996382136E-03
dhfj[3],   3.9995888864E-03
dhfj[4],   3.9994769373E-03
dhfj[5],   3.9991309232E-03
dhfk,   3.9994022521E-03
acfj[1],   2.9925977711E-02
acfj[2],   3.3165744596E-02
acfj[3],   2.9186009571E-02
acfj[4],   2.2938801928E-02
acfj[5],   1.3804754839E-02
acfk,   2.0072353593E-02
xfkin,   3.4286978272E-02
densityfkin,   1.0208358059E+03
mfkin,   5.5295272819E+00
xpk[0], 0.00              
mpk[0], 0.00              
mfk[0],   9.2437417773E+00
xfk[0],   4.2002438902E-02
mfk[1],   7.0117387029E+00
mfk[2],   5.5466862292E+00
mfk[3],   4.7025154529E+00
mpk[1],   2.2320030743E+00
mpk[2],   3.6970555481E+00
mpk[3],   4.5412263244E+00
xfk[1],   5.5272298032E-02
xfk[2],   6.9733795412E-02
xfk[3],   8.2079213412E-02
xpk[1],   3.1576476054E-04
xpk[2],   3.9713130790E-04
xpk[3],   5.0227177262E-04
densityfk[0],   1.0266270306E+03
densityfk[1],   1.0365873869E+03
densityfk[2],   1.0474421868E+03
densityfk[3],   1.0567086576E+03
viscfk[0],   1.0703052436E-03
viscfk[1],   1.0988354408E-03
viscfk[2],   1.1299276601E-03
viscfk[3],   1.1564703088E-03
refk[0],   1.7208259233E+03
refk[1],   1.2714223840E+03
refk[2],   9.7809209016E+02
refk[3],   8.1020054709E+02
fffk[0],   5.3000531631E-01
fffk[1],   5.6888836502E-01
fffk[2],   6.1354005814E-01
fffk[3],   6.5364585556E-01
plfk[0],   1.3686000651E-01
plfk[1],   8.3711667637E-02
plfk[2],   5.5910512692E-02
plfk[3],   4.2438607391E-02
scfk[0],   1.0425453565E+03
scfk[1],   1.0600509466E+03
scfk[2],   1.0787494282E+03
scfk[3],   1.0944079057E+03
shfk[0],   8.2061096366E+01
shfk[1],   7.4032054958E+01
shfk[2],   6.7786927375E+01
shfk[3],   6.3673051397E+01
kfk[0],   2.0518340290E-05
kfk[1],   1.8510779934E-05
kfk[2],   1.6949264691E-05
kfk[3],   1.5920641982E-05
kfavgk[1],   1.9514560112E-05
kfavgk[2],   1.7730022312E-05
kfavgk[3],   1.6434953336E-05
cpk[0], 0.00              
cfk[0],   4.3120839130E+01
cpk[1],   1.5714617679E-01
cpk[2],   2.7622496043E-01
cpk[3],   3.8811248022E-01
