awj1,   4.1666666667E-07
s,   1.2000000000E-03
hf,   2.0000000000E-03
hp,   2.0000000000E-03
i,   2.0000000000E+00
r,   8.3140000000E-02
t,   2.9315000000E+02
mw,   5.8440000000E+01
void,   7.5000000000E-01
densityw,   9.9510000000E+02
d,   1.0000000000E-09
w,   1.3400000000E+00
l,   1.0000000000E+00
nl,   5.0000000000E-01
eps,   1.0000000000E-10
awk1,   4.2000000000E-07
bsk1,   3.5000000000E-08
xpoly[1],  -4.2071953625E-07
xpoly[2],   9.6629229366E-04
xpoly[3],   9.8212942576E-04
patm,   1.0000000000E+00
n,   3.0000000000E+00
nstage,   4.0000000000E+00
amj[1],   8.3699724509E+00
amj[2],   1.1170066188E+03
amj[3],   2.1471301961E+03
amj[4],   3.1196178980E+03
amk[1],   5.1895625187E+02
amk[2],   1.3858023493E+02
amk[3],   1.0160634750E+02
amk[4],   8.2071482578E+01
dhfj[1],   3.9990444307E-03
dhfj[2],   3.9993202285E-03
dhfj[3],   3.9993979136E-03
dhfj[4],   3.9994435879E-03
dhpj[1],   3.9990444307E-03
dhpj[2],   3.9993202285E-03
dhpj[3],   3.9993979136E-03
dhpj[4],   3.9994435879E-03
dhfk[1],   3.9988202320E-03
dhfk[2],   3.9976718978E-03
dhfk[3],   3.9975711359E-03
dhfk[4],   3.9975566225E-03
acfj[1],   1.2554958676E-02
acfj[2],   1.7649989824E-02
acfj[3],   1.9927695144E-02
acfj[4],   2.1563747354E-02
acpj[1],   1.2554958676E-02
acpj[2],   1.7649989824E-02
acpj[3],   1.9927695144E-02
acpj[4],   2.1563747354E-02
acfk[1],   1.0168490995E-02
acfk[2],   5.1514128766E-03
acfk[3],   4.9375811619E-03
acfk[4],   4.9082346386E-03
cpj[0][1],   2.0000000000E+01
cfj[0][1],   9.8455325929E+01
cfj[0][2],   1.4451988704E+02
cfj[0][3],   1.8876007069E+02
cfj[0][4],   2.2968496536E+02
cpj[0][2],   9.8455325929E+01
cpj[0][3],   1.4451988704E+02
cpj[0][4],   1.8876007069E+02
xfj[0][1],   9.2040527845E-02
xfj[0][2],   1.3184343527E-01
xfj[0][3],   1.6838914074E-01
xfj[0][4],   2.0072980516E-01
xpj[0][1],   2.0139687484E-02
xpj[0][2],   9.2040527845E-02
xpj[0][3],   1.3184343527E-01
xpj[0][4],   1.6838914074E-01
densityfj[0][1],   1.0641856202E+03
densitypj[0][1],   1.0102168494E+03
mpj[0][1],   5.4720079344E+00
mpj[0][2],   1.1822957900E+00
mpj[0][3],   8.2186869674E-01
mpj[0][4],   6.4143457242E-01
mpj[1][1],   5.4721216138E+00
mpj[2][1],   5.4722569241E+00
mpj[3][1],   5.4724057031E+00
mpj[1][2],   1.2695773426E+00
mpj[2][2],   1.3971105876E+00
mpj[3][2],   1.5935330501E+00
mpj[1][3],   9.1578682718E-01
mpj[2][3],   1.0841144193E+00
mpj[3][3],   1.3973094690E+00
mpj[1][4],   7.3011089925E-01
mpj[2][4],   9.1489683442E-01
mpj[3][4],   1.3016554766E+00
xpj[1][1],   2.0139765471E-02
xpj[2][1],   2.0139764116E-02
xpj[3][1],   2.0139713493E-02
xpj[1][2],   8.5968018665E-02
xpj[2][2],   7.8359097602E-02
xpj[3][2],   6.8915961304E-02
xpj[1][3],   1.1893492401E-01
xpj[2][3],   1.0101952631E-01
xpj[3][3],   7.8835161814E-02
xpj[1][4],   1.4893360257E-01
xpj[2][4],   1.1973275421E-01
xpj[3][4],   8.4848498114E-02
mfj[1][1],   1.1824094694E+00
mfj[2][1],   1.1825447797E+00
mfj[3][1],   1.1826935588E+00
mfj[1][2],   9.0915024932E-01
mfj[2][2],   1.0366834943E+00
mfj[3][2],   1.2331059568E+00
mfj[1][3],   7.3535270287E-01
mfj[2][3],   9.0368029497E-01
mfj[3][3],   1.2168753447E+00
mfj[1][4],   6.2534624794E-01
mfj[2][4],   8.1013218311E-01
mfj[3][4],   1.1968908253E+00
xfj[1][1],   9.2033976061E-02
xfj[2][1],   9.2025743443E-02
xfj[3][1],   9.2016466181E-02
xfj[1][2],   1.1954230063E-01
xfj[2][2],   1.0515763898E-01
xfj[3][2],   8.8685587111E-02
xfj[1][3],   1.4764569498E-01
xfj[2][3],   1.2080527803E-01
xfj[3][3],   9.0239105218E-02
xfj[1][4],   1.7342884693E-01
xfj[2][4],   1.3486459654E-01
xfj[3][4],   9.2037253636E-02
cpj[1][1],   2.0172765800E+01
cpj[2][1],   2.0259148006E+01
cpj[3][1],   2.0302313157E+01
cpj[1][2],   9.4774705389E+01
cpj[2][2],   8.8679319317E+01
cpj[3][2],   8.0411249674E+01
cpj[1][3],   1.3674482717E+02
cpj[2][3],   1.2246459465E+02
cpj[3][3],   1.0278921511E+02
cpj[1][4],   1.7680656041E+02
cpj[2][4],   1.5335658750E+02
cpj[3][4],   1.2159654913E+02
cfj[1][1],   9.8198053610E+01
cfj[2][1],   9.8064752623E+01
cfj[3][1],   9.7992845437E+01
cfj[1][2],   1.3710138792E+02
cfj[2][2],   1.2502199306E+02
cfj[3][2],   1.0958829495E+02
cfj[1][3],   1.7602240987E+02
cfj[2][3],   1.5359496739E+02
