OBJECTID,Plant_name,Plant_lati,Plant_long,Plant_prim,Plant_tota,Plant_annu,Exhaust_Ga,Cph,Th,Cpl,Tl,Exhaust_Re,Total_Pote
19,Cholla,34.939399999999999,-110.302999999999997,COAL,30979894.000000000000000,2481.902999999999793,62205990265.500000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,166765924.298999994993210,22317390134.299999237060547
20,Coronado Generating Station,34.578899999999997,-109.271000000000001,COAL,62084920.000000000000000,4616.417000000000371,127356869712.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,341426701.879000008106232,44732144501.900001525878906
21,Navajo Generating Station,36.904699999999998,-111.388999999999996,COAL,144000000.000000000000000,10892.809999999999491,288365194672.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,773068445.978999972343445,103733068446.000000000000000
22,Springerville Generating Station,34.318600000000004,-109.164000000000001,COAL,99820102.000000000000000,5401.872000000000298,204450781400.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,548105148.529000043869019,71919478078.500000000000000
23,Argus Cogen Plant,35.765000000000001,-117.382999999999996,COAL,1909513.000000000000000,182.803400000000011,3894748363.780000209808350,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,10441298.467000000178814,1375743093.470000028610229
24,Rio Bravo Jasmin,35.741500000000002,-119.051000000000002,COAL,0.000000000000000,0.000000000000000,0.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,0.000000000000000,0.000000000000000
25,Arapahoe,39.670000000000002,-105.003000000000000,COAL,0.000000000000000,0.000000000000000,0.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,0.000000000000000,0.000000000000000
26,Cameo,39.127780000000001,-108.325999999999993,COAL,0.000000000000000,0.000000000000000,0.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,0.000000000000000,0.000000000000000
27,Cherokee,39.807279999999999,-104.965000000000003,COAL,45336014.000000000000000,3202.867000000000189,73398336162.199996948242188,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,196771103.874000012874603,32612021113.900001525878906
28,Comanche (470),38.208100000000002,-104.575000000000003,COAL,97660725.000000000000000,4179.375000000000000,199241492320.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,534139742.549000024795532,70361558117.500000000000000
29,Craig,40.462699999999998,-107.590999999999994,COAL,91635511.000000000000000,10404.930000000000291,188143814509.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,504388355.425999999046326,66023778720.400001525878906
30,Hayden,40.485599999999998,-107.185000000000002,COAL,29790178.000000000000000,1363.275000000000091,59801340536.800003051757813,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,160319380.599999994039536,21460296650.599998474121094
31,Martin Drake,38.824440000000003,-104.832999999999998,COAL,13339796.000000000000000,1305.882000000000062,27334638964.299999237060547,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,73280504.221699997782707,9611234644.219999313354492
32,Nucla,38.238300000000002,-108.507000000000005,COAL,3485576.000000000000000,452.367300000000000,7001034141.930000305175781,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,18768834.395899999886751,2510955674.400000095367432
33,Pawnee,40.221699999999998,-103.680000000000007,COAL,34243748.000000000000000,762.044300000000021,70220735122.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,188252381.282999992370605,24672532201.299999237060547
34,Rawhide Energy Station,40.860909999999997,-105.021000000000001,COAL,23811748.000000000000000,1193.208000000000084,48392836936.599998474121094,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,129734711.187000006437302,17155134531.200000762939453
35,Ray D Nixon,38.633450000000003,-104.706000000000003,COAL,14167672.000000000000000,1270.828999999999951,29084894860.099998474121094,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,77972705.744100004434586,10207858185.700000762939453
36,Valmont,40.019500000000001,-105.201999999999998,COAL,11360363.000000000000000,1600.386999999999944,22831423827.700000762939453,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,61207987.871399998664856,8183867532.869999885559082
37,W N Clark,38.434399999999997,-105.250000000000000,COAL,0.000000000000000,0.000000000000000,0.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,0.000000000000000,0.000000000000000
38,Western Sugar Coop- Ft Morgan,40.262999999999998,-103.807000000000002,COAL,46185.489999999997963,5.611851000000000,96801677.389400005340576,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,259512.325656000000890,33282137.675700001418591
39,Bridgeport Harbor Station,41.170600000000000,-73.184399999999997,COAL,2438838.000000000000000,139.893499999999989,5006159840.399999618530273,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,13420843.706700000911951,1757190013.710000038146973
40,Indian River,38.585700000000003,-75.234099999999998,COAL,5425442.000000000000000,186.264299999999992,10891817625.100000381469727,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,29199503.549400001764297,3908390533.550000190734863
41,Big Bend,27.794400000000000,-82.403599999999997,COAL,88565703.000000000000000,3162.677000000000135,172766220405.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,463163086.234000027179718,63787640731.199996948242188
42,C D McIntosh Jr Power Plant,28.080100000000002,-81.922899999999998,COAL,28076902.000000000000000,1233.313000000000102,45015381242.599998474121094,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,120680205.049999997019768,20195665135.099998474121094
43,Cedar Bay Generating Co. LP,30.422499999999999,-81.606399999999994,COAL,888604.400000000023283,57.597230000000003,1772913375.559999942779541,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,4752943.189489999786019,640105089.189000010490417
44,Crist Electric Generating Plant,30.566099999999999,-87.224400000000003,COAL,34437855.000000000000000,1528.673999999999978,70478681859.699996948242188,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,188943901.923000007867813,24812010226.900001525878906
45,Crystal River,28.965599999999998,-82.697699999999998,COAL,107000000.000000000000000,5523.994999999999891,214729040750.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,575659784.557999968528748,77080659784.600006103515625
46,Curtis H. Stanton Energy Center,28.482199999999999,-81.167800000000000,COAL,58781297.000000000000000,3417.804000000000087,104091296284.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,279054817.101999998092651,42307682172.099998474121094
47,Deerhaven,29.759200000000000,-82.387799999999999,COAL,9594741.000000000000000,816.575199999999995,17099295511.899999618530273,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,45840919.961800001561642,6906080734.960000038146973
48,Fernandina Beach Mill,30.681819999999998,-81.455399999999997,COAL,3857537.000000000000000,160.401299999999992,2371753252.820000171661377,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,6358352.655869999900460,2764497307.659999847412109
49,"Indiantown Cogeneration, LP",27.038900000000002,-80.512500000000003,COAL,7789443.000000000000000,660.002200000000016,15482817301.200000762939453,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,41507358.487099997699261,5610959103.489999771118164
50,Northside,30.417200000000001,-81.552499999999995,COAL,56207771.000000000000000,2322.123999999999796,101319012232.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,271622695.046999990940094,40460178960.000000000000000
51,Scholz,30.669200000000000,-84.886899999999997,COAL,0.000000000000000,0.000000000000000,0.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,0.000000000000000,0.000000000000000
52,Seminole (136),29.733059999999998,-81.632800000000003,COAL,78968899.000000000000000,2151.690000000000055,158513103006.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,424952388.402000010013580,56887715173.400001525878906
53,St. Johns River Power,30.430800000000001,-81.550799999999995,COAL,57629731.000000000000000,9306.522000000000844,115737714194.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,310277302.901000022888184,41515534967.900001525878906
54,Bowen,34.125599999999999,-84.922200000000004,COAL,173000000.000000000000000,6023.340000000000146,347814735451.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,932444698.570000052452087,124627444699.000000000000000
55,Crisp Plant,31.844709999999999,-83.940700000000007,COAL,43330.769999999996799,0.777458000000000,67734863.637199997901917,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,181588.092940000002272,31163088.642900001257658
56,Hammond,34.252800000000001,-85.345600000000005,COAL,13361650.000000000000000,784.609600000000000,26806560760.200000762939453,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,71864797.318900004029274,9625444547.319999694824219
57,Harllee Branch,33.195000000000000,-83.298299999999998,COAL,0.000000000000000,0.000000000000000,0.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,0.000000000000000,0.000000000000000
58,Imperial Savannah LP,32.143990000000002,-81.146600000000007,COAL,252308.799999999988358,23.686620000000001,391171131.438000023365021,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,1048677.386450000107288,181449469.386000007390976
59,McIntosh (6124),32.356290000000001,-81.168300000000002,COAL,1401694.000000000000000,405.553800000000024,2096111040.619999885559082,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,5619392.821039999835193,1007830602.820000052452087
60,Plant Washington,33.064720000000001,-82.745000000000005,COAL,0.000000000000000,0.000000000000000,0.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,0.000000000000000,0.000000000000000
61,Scherer,33.060600000000001,-83.807500000000005,COAL,194000000.000000000000000,11564.260000000000218,398552655187.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,1068466262.500000000000000,139778466263.000000000000000
62,Wansley (6052),33.413420000000002,-85.032300000000006,COAL,54524969.000000000000000,1857.144999999999982,109462975428.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,293455569.083000004291534,39278808404.099998474121094
63,AES Hawaii,21.303419999999999,-158.106999999999999,COAL,17289179.000000000000000,743.288199999999961,35391190193.199996948242188,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,94879038.488399997353554,12456642023.500000000000000
64,AG Processing Inc,42.665939999999999,-93.902600000000007,COAL,0.000000000000000,0.000000000000000,0.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,0.000000000000000,0.000000000000000
65,Archer Daniels Midland Cedar Rapids,41.922100000000000,-91.687500000000000,COAL,5526802.000000000000000,187.208699999999993,11229138187.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,30103814.774799998849630,3981767244.769999980926514
66,Archer Daniels Midland Clinton,41.820599999999999,-90.209699999999998,COAL,4511870.000000000000000,252.164099999999991,8697010541.540000915527344,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,23315519.862500000745058,3249302569.860000133514404
67,Archer Daniels Midland Des Moines,41.624440000000000,-93.584500000000006,COAL,150163.799999999988358,18.444900000000001,314702200.106999993324280,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,843674.428393000038341,108210791.428000003099442
68,Burlington (IA),40.741199999999999,-91.116699999999994,COAL,12881856.000000000000000,750.307099999999991,26448686112.299999237060547,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,70905383.342999994754791,9281432423.340000152587891
69,Cargill Corn Milling Division,41.138599999999997,-92.646699999999996,COAL,348664.500000000000000,43.469619999999999,731350234.315999984741211,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,1960651.977269999915734,251255769.476999998092651
70,Fair Station,41.456899999999997,-90.823300000000003,COAL,0.000000000000000,0.000000000000000,0.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,0.000000000000000,0.000000000000000
71,George Neal North,42.299790000000002,-96.361699999999999,COAL,20767695.000000000000000,1859.750999999999976,42639047318.900001525878906,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,114309572.230000004172325,14963211497.200000762939453
72,George Neal South,42.300600000000003,-96.361699999999999,COAL,27277087.000000000000000,2325.228999999999814,56023512185.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,150191529.016999989748001,19653308734.000000000000000
73,Iowa State University,42.027500000000003,-93.639399999999995,COAL,607291.400000000023283,33.541379999999997,1003453570.429999947547913,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,2690124.559549999888986,436903475.560000002384186
74,Lansing,43.335900000000002,-91.167500000000004,COAL,11228746.000000000000000,203.679499999999990,23016075111.400001525878906,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,61703013.219599999487400,8090256403.220000267028809
75,Louisa,41.318100000000001,-91.093100000000007,COAL,36956300.000000000000000,2825.483000000000175,75881304693.300003051757813,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,203427609.787999987602234,26627182109.799999237060547
76,Muscatine,41.391700000000000,-91.056899999999999,COAL,5498876.000000000000000,912.881099999999947,11299468081.700000762939453,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,30292359.798399999737740,3961988699.800000190734863
77,Ottumwa,41.096100000000000,-92.555800000000005,COAL,45189599.000000000000000,2586.320999999999913,92704928592.699996948242188,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,248529491.097000002861023,32559092776.099998474121094
78,Pella,41.398099999999999,-92.914400000000001,COAL,0.000000000000000,0.000000000000000,0.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,0.000000000000000,0.000000000000000
79,Prairie Creek,41.944040000000001,-91.639200000000002,COAL,3089730.000000000000000,368.245799999999974,6314522164.979999542236328,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,16928387.778400000184774,2226085337.780000209808350
80,Streeter Station,42.526699999999998,-92.439400000000006,COAL,111064.000000000000000,15.185380000000000,133203268.333000004291534,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,357100.113162999972701,79767860.113199993968010
81,University of Northern Iowa,42.513610000000000,-92.459100000000007,COAL,82908.770000000004075,10.004450000000000,168961996.168000012636185,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,452964.470818999980111,59732735.020800001919270
82,Walter Scott Jr. Energy Center,41.180000000000000,-95.840800000000002,COAL,84036997.000000000000000,4736.283000000000357,172480398594.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,462396836.255999982357025,60548849691.300003051757813
83,Amalgamated Sugar Twin Falls,42.532800000000002,-114.433000000000007,COAL,307822.000000000000000,3.334815000000000,498662647.607999980449677,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,1336847.737440000055358,221429577.736999988555908
84,Archer Daniels Midland Co.,39.870069999999998,-88.890799999999999,COAL,2841560.000000000000000,278.701099999999997,5829219514.630000114440918,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,15627356.403300000354648,2047342756.400000095367432
85,Baldwin Energy Complex,38.204999999999998,-89.854399999999998,COAL,108000000.000000000000000,3664.382000000000062,220998499792.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,592467364.144999980926514,77812467364.100006103515625
86,Coffeen,39.058599999999998,-89.403099999999995,COAL,51236707.000000000000000,1539.580999999999904,105050039517.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,281625079.240000009536743,36915870584.199996948242188
87,Dallman,39.754800000000003,-89.602400000000003,COAL,22108800.000000000000000,701.268199999999979,44345390703.099998474121094,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,118884050.193000003695488,15926676050.200000762939453
88,Duck Creek,40.466299999999997,-89.984099999999998,COAL,24763012.000000000000000,971.173300000000040,50775940234.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,136123491.791000008583069,17841677071.799999237060547
89,E D Edwards,40.595799999999997,-89.663100000000000,COAL,29744990.000000000000000,1598.964999999999918,61102520196.900001525878906,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,163807668.909999996423721,21431475518.900001525878906
90,Havana,40.279699999999998,-90.079999999999998,COAL,31946767.000000000000000,1078.057000000000016,65518238648.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,175645618.370999991893768,23017584023.400001525878906
91,Hennepin Power Station,41.302799999999998,-89.314999999999998,COAL,17422928.000000000000000,1091.021999999999935,35791639145.199996948242188,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,95952588.468600004911423,12553346108.500000000000000
92,Ingredion Incorporated Argo Plant,41.777500000000003,-87.823300000000003,COAL,1749258.000000000000000,72.409760000000006,3298392311.710000038146973,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,8842547.803109999746084,1259562017.799999952316284
93,Joppa Steam,37.209400000000002,-88.858900000000006,COAL,37271137.000000000000000,1719.192000000000007,72490386550.699996948242188,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,194337012.631000012159348,26843199967.599998474121094
94,Kincaid Generating Station,39.590560000000004,-89.496399999999994,COAL,50402612.000000000000000,1341.106999999999971,103394597191.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,277187060.194000005722046,36315054640.199996948242188
95,Marion,37.619750000000003,-88.953100000000006,COAL,23042828.000000000000000,830.698300000000017,47642531537.199996948242188,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,127723242.952000007033348,16603345263.000000000000000
96,Newton,38.936100000000003,-88.278099999999995,COAL,38001693.000000000000000,1468.265000000000100,78030757366.500000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,209190004.377999991178513,27380400499.400001525878906
97,Powerton,40.540799999999997,-89.678600000000003,COAL,57535860.000000000000000,2681.757999999999811,119608263741.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,320653727.582000017166138,41458793627.599998474121094
98,Prairie State Generating Station,38.279170000000001,-89.666899999999998,COAL,118000000.000000000000000,3218.105000000000018,236706246542.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,634577728.342000007629395,85004577728.300003051757813
99,SIUC,37.711939999999998,-89.215000000000003,COAL,0.000000000000000,0.000000000000000,0.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,0.000000000000000,0.000000000000000
100,Tate & Lyle,39.849190000000000,-88.931899999999999,COAL,1332738.000000000000000,50.625500000000002,2747853344.880000114440918,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,7366626.605279999785125,960274296.605000019073486
101,Waukegan,42.383299999999998,-87.813299999999998,COAL,19968989.000000000000000,935.426500000000033,41601298005.500000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,111527505.378999993205070,14389354640.399999618530273
102,Will County,41.633400000000002,-88.062899999999999,COAL,24207780.000000000000000,954.545499999999947,50227005066.500000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,134651870.164999991655350,17443214570.200000762939453
103,Wood River Power Station,38.863900000000001,-90.134699999999995,COAL,8992277.000000000000000,546.896100000000047,18472461074.500000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,49522192.830899998545647,6479000247.829999923706055
104,A B Brown Generating Station,37.905299999999997,-87.715000000000003,COAL,26177166.000000000000000,1536.801999999999907,52301635347.400001525878906,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,140213675.946999996900558,18856887365.900001525878906
105,Alcoa Allowance Management Inc,37.914999999999999,-87.332800000000006,COAL,41758555.000000000000000,5654.326000000000022,83919252869.199996948242188,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,224976271.761999994516373,30082343096.799999237060547
106,Bailly Generating Station,41.645000000000003,-87.122500000000002,COAL,24828600.000000000000000,1220.385999999999967,49809688757.099998474121094,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,133533101.060000002384186,17885982101.099998474121094
107,Cayuga,39.924199999999999,-87.424400000000006,COAL,67435543.000000000000000,11221.530000000000655,135525982977.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,363326999.879000008106232,48579740244.900001525878906
108,Clifty Creek,38.737800000000000,-85.420599999999993,COAL,57704590.000000000000000,8487.091000000000349,118555781445.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,317832163.578000009059906,41576614013.599998474121094
109,Crawfordsville Power Plant,40.048890000000000,-86.899199999999993,COAL,0.000000000000000,0.000000000000000,0.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,0.000000000000000,0.000000000000000
110,Edwardsport Generating Station,38.806699999999999,-87.247200000000007,COAL,26417470.000000000000000,690.814700000000016,58712595089.400001525878906,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,157400599.946999996900558,19045891649.900001525878906
111,F B Culley Generating Station,37.911099999999998,-87.327500000000001,COAL,15611567.000000000000000,1005.567000000000007,31336585326.500000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,84009186.157900005578995,11246279591.200000762939453
112,Frank E Ratts,38.520099999999999,-87.266199999999998,COAL,0.000000000000000,0.000000000000000,0.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,0.000000000000000,0.000000000000000
113,Gibson,38.372219999999999,-87.765799999999999,COAL,174000000.000000000000000,11965.909999999999854,348866807431.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,935265162.569000005722046,125345265163.000000000000000
114,IPL - Eagle Valley Generating Station,39.485169999999997,-86.418300000000002,COAL,1265532.000000000000000,165.887100000000004,2559158695.159999847412109,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,6860761.534450000151992,911716141.534000039100647
115,IPL - Petersburg Generating Station,38.528100000000002,-87.252499999999998,COAL,110000000.000000000000000,9809.581000000000131,221029772282.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,592551201.498000025749207,79242551201.500000000000000
116,Jasper 2,38.400399999999998,-86.914599999999993,COAL,0.000000000000000,0.000000000000000,0.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,0.000000000000000,0.000000000000000
117,Logansport,40.758859999999999,-86.360299999999995,COAL,170751.799999999988358,0.000000000000000,349322950.827000021934509,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,936488.021892999997362,123024025.021999999880791
118,Merom,39.069400000000002,-87.510800000000003,COAL,68240750.000000000000000,1762.401000000000067,136949171089.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,367142376.500000000000000,49159278626.500000000000000
119,Michigan City Generating Station,41.720799999999997,-86.908600000000007,COAL,19778060.000000000000000,739.720199999999977,40592085898.400001525878906,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,108821942.953999996185303,14250134843.000000000000000
120,R Gallagher,38.263599999999997,-85.838099999999997,COAL,3991888.000000000000000,588.351700000000051,8040157545.640000343322754,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,21554584.998799998313189,2875754505.000000000000000
121,R M Schahfer Generating Station,41.216400000000000,-87.026100000000000,COAL,59065955.000000000000000,3988.501000000000204,119367381903.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,320007955.652000010013580,42552165780.699996948242188
122,Rockport,37.925600000000003,-87.037199999999999,COAL,125000000.000000000000000,11691.889999999999418,257314147584.000000000000000,29.590000000000000,401.399999999999977,28.920000000000002,318.000000000000000,689824749.577999949455261,90064824749.600006103515625
