OBJECTID_1,OBJECTID,STATECODE,COUNTYCODE,GNIS_ID,ST_CNTY_CODE,COUNTYNAME,LEGAL_NAME,CLASSCODE,LEGAL_DESC,CLASSCODE_DESC,STATE_POSTAL_ABBR,GIS_ACRES,STATENAME,Count_,Avg_City_Population,Min_City_Population,Max_City_Population,Avg_Total_Customers,Min_Total_Customers,Max_Total_Customers,Avg_Average_Usage_Residentia_21,Min_Average_Usage_Residentia_22,Max_Average_Usage_Residentia_23,Avg_F5000_Gal_Residential,Min_F5000_Gal_Residential,Max_F5000_Gal_Residential,Avg_F10000_Gal_Residential,Min_F10000_Gal_Residential,Max_F10000_Gal_Residential,Avg_F50000_Gal_Commercial,Min_F50000_Gal_Commercial,Max_F50000_Gal_Commercial,Avg_F200000_Gal_Commercial,Min_F200000_Gal_Commercial,Max_F200000_Gal_Commercial,Avg_F5000gal_res_perKgal,Min_F5000gal_res_perKgal,Max_F5000gal_res_perKgal,Avg_F10000gal_res_perKgal,Min_F10000gal_res_perKgal,Max_F10000gal_res_perKgal,Avg_F50000Gal_Commercial_per_42,Min_F50000Gal_Commercial_per_43,Max_F50000Gal_Commercial_per_44,Avg_F200000Gal_Commercial_pe_45,Min_F200000Gal_Commercial_pe_46,Max_F200000Gal_Commercial_pe_47,Max_Water_Price_perKgal_Comm,Max_Water_Price_perKgal_Res,Shape_Length,Shape_Area,ID
11,34,48,461,01384016,48461,Upton,Upton County,H1,County,An active county or equivalent feature,TX,792848.800999999977648,Texas,3,1409.500000000000000,744.000000000000000,2075.000000000000000,767.500000000000000,457.000000000000000,1078.000000000000000,6177.500000000000000,4855.000000000000000,7500.000000000000000,17.175000000000001,15.800000000000001,18.550000000000001,34.924999999999997,32.799999999999997,37.049999999999997,179.375000000000000,178.500000000000000,180.250000000000000,804.375000000000000,705.250000000000000,903.500000000000000,3.435000000000000,3.160000000000000,3.710000000000000,3.492500000000000,3.280000000000000,3.705000000000000,3.587500000000000,3.570000000000000,3.605000000000000,4.021875000000000,3.526250000000000,4.517500000000000,4.5174999,3.7100000,267031.933119803143200,4414904070.054253578186035,11
12,36,48,357,01383964,48357,Ochiltree,Ochiltree County,H1,County,An active county or equivalent feature,TX,587524.143999999971129,Texas,4,9300.000000000000000,9300.000000000000000,9300.000000000000000,3634.000000000000000,3634.000000000000000,3634.000000000000000,9000.000000000000000,9000.000000000000000,9000.000000000000000,12.350000000000000,12.350000000000000,12.350000000000000,24.100000000000001,24.100000000000001,24.100000000000001,118.100000000000009,118.100000000000009,118.100000000000009,470.600000000000023,470.600000000000023,470.600000000000023,2.470000000000000,2.470000000000000,2.470000000000000,2.410000000000000,2.410000000000000,2.410000000000000,2.362000000000000,2.362000000000000,2.362000000000000,2.353000000000000,2.353000000000000,2.353000000000000,2.3620000,2.4700000,242161.493990507296985,3666221759.278107643127441,12
13,48,48,189,01383880,48189,Hale,Hale County,H1,County,An active county or equivalent feature,TX,643090.233000000007451,Texas,10,8427.666666666666060,101.000000000000000,22343.000000000000000,2952.000000000000000,41.000000000000000,7624.000000000000000,4240.000000000000000,0.000000000000000,6720.000000000000000,33.850000000000001,20.000000000000000,41.300000000000004,42.116666666666667,20.000000000000000,54.750000000000000,120.433333333333337,20.000000000000000,191.000000000000000,435.433333333333337,20.000000000000000,753.500000000000000,6.770000000000000,4.000000000000000,8.260000000000002,4.211666666666667,2.000000000000000,5.475000000000000,2.408666666666667,0.400000000000000,3.820000000000000,2.177166666666666,0.100000000000000,3.767500000000000,3.8199999,8.2600002,247061.167678299563704,3803022824.433046817779541,13
14,49,48,011,01383791,48011,Armstrong,Armstrong County,H1,County,An active county or equivalent feature,TX,585441.356999999959953,Texas,4,1313.000000000000000,1313.000000000000000,1313.000000000000000,620.000000000000000,620.000000000000000,620.000000000000000,15000.000000000000000,15000.000000000000000,15000.000000000000000,24.000000000000000,24.000000000000000,24.000000000000000,39.000000000000000,39.000000000000000,39.000000000000000,191.500000000000000,191.500000000000000,191.500000000000000,416.500000000000000,416.500000000000000,416.500000000000000,4.800000000000000,4.800000000000000,4.800000000000000,3.900000000000000,3.900000000000000,3.900000000000000,3.830000000000000,3.830000000000000,3.830000000000000,2.082500000000000,2.082500000000000,2.082500000000000,3.8299999,4.8000002,237787.096844611718552,3535049664.458905220031738,14
15,50,35,035,00929104,35035,Otero,Otero County,H1,County,An active county or equivalent feature,NM,4238438.945000000298023,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113933.681272899135365,1699181.568630098598078,15
16,52,48,435,01384003,48435,Sutton,Sutton County,H1,County,An active county or equivalent feature,TX,931719.994999999995343,Texas,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296281.899320563708898,5091473444.011023521423340,16
17,54,48,433,01384002,48433,Stonewall,Stonewall County,H1,County,An active county or equivalent feature,TX,589839.260000000009313,Texas,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233660.988837966986466,3415868813.903016567230225,17
18,55,48,353,01383962,48353,Nolan,Nolan County,H1,County,An active county or equivalent feature,TX,584028.866000000038184,Texas,8,6165.500000000000000,1388.000000000000000,10943.000000000000000,2465.000000000000000,518.000000000000000,4412.000000000000000,7075.500000000000000,4151.000000000000000,10000.000000000000000,38.750000000000000,36.640000000000001,40.859999999999999,67.450000000000003,55.590000000000003,79.310000000000002,301.019999999999982,208.509999999999991,393.530000000000030,1094.769999999999982,707.009999999999991,1482.529999999999973,7.750000000000000,7.328000000000000,8.172000000000001,6.745000000000000,5.559000000000000,7.931000000000000,6.020400000000000,4.170199999999999,7.870600000000000,5.473850000000001,3.535050000000000,7.412650000000000,7.8706002,8.1719999,230299.801048651774181,3317374375.563628196716309,18
19,60,35,059,00929115,35059,Union,Union County,H1,County,An active county or equivalent feature,NM,2452310.691999999806285,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203942.162000572541729,1327485.316423186333850,19
20,61,48,413,01383992,48413,Schleicher,Schleicher County,H1,County,An active county or equivalent feature,TX,836933.466999999945983,Texas,1,1995.000000000000000,1995.000000000000000,1995.000000000000000,881.000000000000000,881.000000000000000,881.000000000000000,5200.000000000000000,5200.000000000000000,5200.000000000000000,28.000000000000000,28.000000000000000,28.000000000000000,48.000000000000000,48.000000000000000,48.000000000000000,243.000000000000000,243.000000000000000,243.000000000000000,993.000000000000000,993.000000000000000,993.000000000000000,5.600000000000000,5.600000000000000,5.600000000000000,4.800000000000000,4.800000000000000,4.800000000000000,4.860000000000000,4.860000000000000,4.860000000000000,4.965000000000000,4.965000000000000,4.965000000000000,4.9650002,5.5999999,286105.050264923716895,4618553213.523794174194336,20
21,63,48,107,01383839,48107,Crosby,Crosby County,H1,County,An active county or equivalent feature,TX,577034.559000000008382,Texas,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232413.295977871137438,3375923338.624778747558594,21
22,75,48,271,01383921,48271,Kinney,Kinney County,H1,County,An active county or equivalent feature,TX,873849.020000000018626,Texas,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283215.907334584975615,4669179603.644615173339844,22
23,77,48,045,01383808,48045,Briscoe,Briscoe County,H1,County,An active county or equivalent feature,TX,576558.337999999988824,Texas,3,779.000000000000000,779.000000000000000,779.000000000000000,345.000000000000000,345.000000000000000,345.000000000000000,3000.000000000000000,3000.000000000000000,3000.000000000000000,39.000000000000000,39.000000000000000,39.000000000000000,54.000000000000000,54.000000000000000,54.000000000000000,264.000000000000000,264.000000000000000,264.000000000000000,1194.000000000000000,1194.000000000000000,1194.000000000000000,7.800000000000000,7.800000000000000,7.800000000000000,5.400000000000000,5.400000000000000,5.400000000000000,5.280000000000000,5.280000000000000,5.280000000000000,5.970000000000000,5.970000000000000,5.970000000000000,5.9699998,7.8000002,234769.297437867848203,3446421773.041339874267578,23
24,79,48,383,01383977,48383,Reagan,Reagan County,H1,County,An active county or equivalent feature,TX,752966.114999999990687,Texas,4,3315.000000000000000,3315.000000000000000,3315.000000000000000,1423.000000000000000,1423.000000000000000,1423.000000000000000,6903.000000000000000,6903.000000000000000,6903.000000000000000,26.800000000000001,26.800000000000001,26.800000000000001,63.800000000000004,63.800000000000004,63.800000000000004,359.800000000000011,359.800000000000011,359.800000000000011,1469.799999999999955,1469.799999999999955,1469.799999999999955,5.360000000000000,5.360000000000000,5.360000000000000,6.380000000000001,6.380000000000001,6.380000000000001,7.196000000000001,7.196000000000001,7.196000000000001,7.349000000000000,7.349000000000000,7.349000000000000,7.3490000,6.3800001,261462.728998317325022,4192426753.598301887512207,24
25,88,48,173,01383872,48173,Glasscock,Glasscock County,H1,County,An active county or equivalent feature,TX,577051.697000000043772,Texas,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227894.815888235840248,3248085556.072846412658691,25
26,91,48,179,01383875,48179,Gray,Gray County,H1,County,An active county or equivalent feature,TX,594212.756000000052154,Texas,9,6558.666666666666970,497.000000000000000,18401.000000000000000,2829.000000000000000,237.000000000000000,7818.000000000000000,2333.333333333333485,0.000000000000000,4000.000000000000000,32.880000000000003,20.500000000000000,39.140000000000001,49.113333333333337,31.750000000000000,59.090000000000003,234.950000000000017,121.750000000000000,345.000000000000000,453.949999999999989,0.000000000000000,902.600000000000023,6.576000000000001,4.100000000000000,7.828000000000000,4.911333333333334,3.175000000000000,5.909000000000001,4.699000000000000,2.435000000000000,6.900000000000000,2.269750000000000,0.000000000000000,4.513000000000000,6.9000001,7.8280001,240921.913153295347001,3627332465.067971229553223,26
27,92,48,229,01383900,48229,Hudspeth,Hudspeth County,H1,County,An active county or equivalent feature,TX,2929242.813000000081956,Texas,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571566.722606620518491,16307983969.290838241577148,27
28,97,48,079,01383825,48079,Cochran,Cochran County,H1,County,An active county or equivalent feature,TX,495983.688000000023749,Texas,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216194.617972325009760,2901149416.333561897277832,28
29,100,48,137,01383854,48137,Edwards,Edwards County,H1,County,An active county or equivalent feature,TX,1357441.601999999955297,Texas,3,1182.000000000000000,1182.000000000000000,1182.000000000000000,610.000000000000000,610.000000000000000,610.000000000000000,5755.000000000000000,5755.000000000000000,5755.000000000000000,16.039999999999999,16.039999999999999,16.039999999999999,23.190000000000001,23.190000000000001,23.190000000000001,231.469999999999999,231.469999999999999,231.469999999999999,1113.609999999999900,1113.609999999999900,1113.609999999999900,3.208000000000000,3.208000000000000,3.208000000000000,2.319000000000000,2.319000000000000,2.319000000000000,4.629400000000000,4.629400000000000,4.629400000000000,5.568049999999999,5.568049999999999,5.568049999999999,5.5680499,3.2079999,391826.746295274584554,7346461882.449971199035645,29
30,104,48,345,01383958,48345,Motley,Motley County,H1,County,An active county or equivalent feature,TX,633603.359999999986030,Texas,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245160.447140411008149,3747262674.320083141326904,30
31,106,48,329,01383950,48329,Midland,Midland County,H1,County,An active county or equivalent feature,TX,577288.027000000001863,Texas,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228037.152940725587541,3249370762.113724708557129,31
32,108,48,165,01383868,48165,Gaines,Gaines County,H1,County,An active county or equivalent feature,TX,961682.836000000010245,Texas,5,5207.000000000000000,2820.000000000000000,7594.000000000000000,1854.500000000000000,873.000000000000000,2836.000000000000000,3375.000000000000000,0.000000000000000,6750.000000000000000,37.375000000000000,20.750000000000000,54.000000000000000,54.000000000000000,44.000000000000000,64.000000000000000,223.875000000000000,202.750000000000000,245.000000000000000,2189.850000000000364,1042.500000000000000,3337.200000000000273,7.475000000000001,4.150000000000000,10.800000000000001,5.400000000000000,4.400000000000000,6.400000000000000,4.477500000000000,4.055000000000000,4.900000000000000,10.949249999999999,5.212500000000000,16.686000000000000,16.6860008,10.8000002,306749.374971302982885,5520790756.472639083862305,32
33,109,48,317,01383941,48317,Martin,Martin County,H1,County,An active county or equivalent feature,TX,586090.015000000013970,Texas,8,2980.000000000000000,2980.000000000000000,2980.000000000000000,926.000000000000000,926.000000000000000,926.000000000000000,6398.000000000000000,6398.000000000000000,6398.000000000000000,44.710000000000001,44.710000000000001,44.710000000000001,78.870000000000005,78.870000000000005,78.870000000000005,172.490000000000009,172.490000000000009,172.490000000000009,890.680000000000064,890.680000000000064,890.680000000000064,8.942000000000000,8.942000000000000,8.942000000000000,7.887000000000000,7.887000000000000,7.887000000000000,3.449800000000000,3.449800000000000,3.449800000000000,4.453400000000000,4.453400000000000,4.453400000000000,4.4534001,8.9420004,230744.063768554362468,3329288493.944879531860352,33
34,111,48,003,01383787,48003,Andrews,Andrews County,H1,County,An active county or equivalent feature,TX,961716.937000000034459,Texas,3,13816.000000000000000,13816.000000000000000,13816.000000000000000,4967.000000000000000,4967.000000000000000,4967.000000000000000,10000.000000000000000,10000.000000000000000,10000.000000000000000,25.330000000000002,25.330000000000002,25.330000000000002,38.380000000000003,38.380000000000003,38.380000000000003,167.599999999999994,167.599999999999994,167.599999999999994,751.100000000000023,751.100000000000023,751.100000000000023,5.066000000000001,5.066000000000001,5.066000000000001,3.838000000000000,3.838000000000000,3.838000000000000,3.352000000000000,3.352000000000000,3.352000000000000,3.755500000000000,3.755500000000000,3.755500000000000,3.7555001,5.0660000,304788.958848957670853,5458577535.969835281372070,34
35,112,48,375,01383973,48375,Potter,Potter County,H1,County,An active county or equivalent feature,TX,590051.658000000054017,Texas,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240072.614365032815840,3601989627.464250564575195,35
36,113,48,169,01383870,48169,Garza,Garza County,H1,County,An active county or equivalent feature,TX,573214.672999999951571,Texas,7,3917.250000000000000,330.000000000000000,8986.000000000000000,2149.750000000000000,211.000000000000000,4192.000000000000000,5566.750000000000000,3456.000000000000000,9845.000000000000000,44.640000000000001,42.750000000000000,46.500000000000000,67.357500000000002,59.320000000000000,72.750000000000000,153.337500000000006,0.000000000000000,317.500000000000000,490.712500000000034,0.000000000000000,1327.850000000000136,8.928000000000001,8.550000000000001,9.300000000000001,6.735749999999999,5.932000000000000,7.275000000000000,3.066750000000000,0.000000000000000,6.350000000000000,2.453562500000000,0.000000000000000,6.639250000000001,6.6392498,9.3000002,229934.346343135344796,3319722171.530830383300781,36
37,115,48,369,01383970,48369,Parmer,Parmer County,H1,County,An active county or equivalent feature,TX,566095.538999999989755,Texas,8,2522.333333333333485,1444.000000000000000,4123.000000000000000,1764.000000000000000,529.000000000000000,4123.000000000000000,5071.000000000000000,3500.000000000000000,7900.000000000000000,28.750000000000000,19.000000000000000,37.250000000000000,35.933333333333330,27.000000000000000,42.500000000000000,141.686666666666667,57.950000000000003,239.610000000000014,626.936666666666611,0.000000000000000,1003.700000000000045,5.750000000000000,3.800000000000000,7.450000000000000,3.593333333333333,2.700000000000000,4.250000000000000,2.833733333333333,1.159000000000000,4.792200000000000,3.134683333333334,0.000000000000000,5.018500000000000,5.0184999,7.4499998,232652.966885667468887,3382982058.259997367858887,37
38,116,35,013,00929109,35013,Doña Ana,Doña Ana County,H1,County,An active county or equivalent feature,NM,2443324.612000000197440,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115168.279136701952666,6433185.082578249275684,38
39,118,48,445,01384008,48445,Terry,Terry County,H1,County,An active county or equivalent feature,TX,570470.569000000017695,Texas,9,203.000000000000000,203.000000000000000,203.000000000000000,94.000000000000000,94.000000000000000,94.000000000000000,6885.000000000000000,6885.000000000000000,6885.000000000000000,55.500000000000000,55.500000000000000,55.500000000000000,71.000000000000000,71.000000000000000,71.000000000000000,307.990000000000009,307.990000000000009,307.990000000000009,1252.980000000000018,1252.980000000000018,1252.980000000000018,11.100000000000000,11.100000000000000,11.100000000000000,7.100000000000000,7.100000000000000,7.100000000000000,6.159800000000001,6.159800000000001,6.159800000000001,6.264900000000000,6.264900000000000,6.264900000000000,6.2649002,11.1000004,229835.101204359321855,3303408920.795555114746094,39
40,121,48,065,01383818,48065,Carson,Carson County,H1,County,An active county or equivalent feature,TX,590883.829000000027008,Texas,7,795.000000000000000,590.000000000000000,1000.000000000000000,456.500000000000000,382.000000000000000,531.000000000000000,4000.000000000000000,3000.000000000000000,5000.000000000000000,19.000000000000000,16.500000000000000,21.500000000000000,30.875000000000000,27.750000000000000,34.000000000000000,93.625000000000000,50.250000000000000,137.000000000000000,483.625000000000000,455.250000000000000,512.000000000000000,3.800000000000000,3.300000000000000,4.300000000000000,3.087500000000000,2.775000000000000,3.400000000000000,1.872500000000000,1.005000000000000,2.740000000000000,2.418125000000000,2.276250000000000,2.560000000000000,2.7400000,4.3000002,240233.860339462029515,3607256527.287111759185791,40
41,124,48,431,01384001,48431,Sterling,Sterling County,H1,County,An active county or equivalent feature,TX,590927.927999999956228,Texas,2,888.000000000000000,888.000000000000000,888.000000000000000,524.000000000000000,524.000000000000000,524.000000000000000,5433.000000000000000,5433.000000000000000,5433.000000000000000,21.000000000000000,21.000000000000000,21.000000000000000,42.000000000000000,42.000000000000000,42.000000000000000,398.000000000000000,398.000000000000000,398.000000000000000,1673.000000000000000,1673.000000000000000,1673.000000000000000,4.200000000000000,4.200000000000000,4.200000000000000,4.200000000000000,4.200000000000000,4.200000000000000,7.960000000000000,7.960000000000000,7.960000000000000,8.365000000000000,8.365000000000000,8.365000000000000,8.3649998,4.1999998,237668.220917019352783,3322861881.950621604919434,41
42,125,48,495,01384033,48495,Winkler,Winkler County,H1,County,An active county or equivalent feature,TX,536657.361000000033528,Texas,3,3687.000000000000000,940.000000000000000,6434.000000000000000,1706.500000000000000,579.000000000000000,2834.000000000000000,2500.000000000000000,0.000000000000000,5000.000000000000000,16.824999999999999,15.000000000000000,18.649999999999999,29.325000000000003,28.650000000000002,30.000000000000000,134.324999999999989,118.650000000000006,150.000000000000000,565.575000000000045,531.149999999999977,600.000000000000000,3.365000000000000,3.000000000000000,3.730000000000000,2.932500000000000,2.865000000000000,3.000000000000000,2.686500000000000,2.373000000000000,3.000000000000000,2.827875000000000,2.655750000000000,3.000000000000000,3.0000000,3.7300000,231526.415685084619327,3019923385.025712013244629,42
43,129,48,377,01383974,48377,Presidio,Presidio County,H1,County,An active county or equivalent feature,TX,2468106.641999999992549,Texas,7,2703.000000000000000,2703.000000000000000,2703.000000000000000,1275.000000000000000,1275.000000000000000,1275.000000000000000,5513.000000000000000,5513.000000000000000,5513.000000000000000,24.780000000000001,24.780000000000001,24.780000000000001,45.460000000000001,45.460000000000001,45.460000000000001,237.740000000000009,237.740000000000009,237.740000000000009,1013.740000000000009,1013.740000000000009,1013.740000000000009,4.956000000000000,4.956000000000000,4.956000000000000,4.546000000000000,4.546000000000000,4.546000000000000,4.754800000000000,4.754800000000000,4.754800000000000,5.068700000000000,5.068700000000000,5.068700000000000,5.0686998,4.9559999,561691.367363054887392,13324213650.344913482666016,43
44,130,48,303,01383937,48303,Lubbock,Lubbock County,H1,County,An active county or equivalent feature,TX,576646.467999999993481,Texas,21,36237.250000000000000,794.000000000000000,252506.000000000000000,12384.375000000000000,311.000000000000000,85761.000000000000000,4675.375000000000000,0.000000000000000,8000.000000000000000,43.072499999999998,18.559999999999999,58.100000000000001,65.138749999999987,30.160000000000000,93.549999999999997,316.225000000000023,143.210000000000008,600.649999999999977,1212.736249999999927,597.710000000000036,1615.490000000000009,8.614500000000001,3.712000000000000,11.620000000000001,6.513875000000001,3.016000000000000,9.355000000000000,6.324500000000000,2.864200000000000,12.013000000000000,6.063681250000000,2.988550000000000,8.077450000000001,12.0129995,11.6199999,232323.112581850873539,3373329033.819257736206055,44
45,131,35,015,00936829,35015,Eddy,Eddy County,H1,County,An active county or equivalent feature,NM,2685772.251000000163913,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89425.549143905591336,715079.720199514180422,45
46,135,48,115,01383843,48115,Dawson,Dawson County,H1,County,An active county or equivalent feature,TX,577470.974000000045635,Texas,13,5510.500000000000000,1560.000000000000000,9461.000000000000000,2328.000000000000000,630.000000000000000,4026.000000000000000,5785.500000000000000,4941.000000000000000,6630.000000000000000,46.180000000000007,45.810000000000002,46.550000000000004,65.030000000000001,62.800000000000004,67.260000000000005,215.830000000000013,192.800000000000011,238.860000000000014,781.330000000000041,680.300000000000068,882.360000000000014,9.236000000000001,9.162000000000001,9.310000000000000,6.503000000000000,6.280000000000000,6.726000000000001,4.316600000000000,3.856000000000000,4.777200000000001,3.906650000000000,3.401500000000000,4.411800000000000,4.7772002,9.3100004,230246.653485849528806,3313322893.777114868164063,46
