OBJECTID,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
7736,Valentine Wind  LLC,USA0059736,1.900000000000000,42.859099999999998,-100.592399999999998,Wind,,,,2014.000000000000000,Valentine Wind  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,2.089,6.206,7.023,5.898,
7737,Valero Refinery Cogeneration Unit 1,USA0055851,51.000000000000000,38.073599999999999,-122.141099999999994,Gas,,,,2002.000000000000000,Valero Refining Co California,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,347.489999,376.966999,350.055997,292.000996,304.071003,
7738,Valero Refinery Corpus Christi West,USA0050121,69.200000000000003,27.817499999999999,-97.481399999999994,Petcoke,Cogeneration,Gas,,1983.000000000000000,Valero Refining Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,197.057004,216.090998,215.543005,200.304,172.89,
7739,Vallecito Hydroelectric,USA0050206,5.800000000000000,37.377699999999997,-107.578699999999998,Hydro,,,,1989.000000000000000,Ptarmigan Res & Engy Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,16,21.09492,19,23,25.883,
7740,Valley (CA),USA0000408,690.500000000000000,34.244999999999997,-118.391300000000001,Gas,Oil,Biomass,,2002.824765000000070,Los Angeles Department of Water & Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,926.921,0,0,0,1477.272,
7741,Valley (WI),USA0004042,274.699999999999989,43.030299999999997,-87.923299999999998,Gas,Oil,,,1968.504914000000099,Wisconsin Electric Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37210,2017,457.011004,543.219,505.791,444.315,381.617,
7742,Valley Center,USA0060509,3.000000000000000,33.250300000000003,-117.022599999999997,Solar,,,,2017.000000000000000,Heelstone Energy Holdings  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,65940,2017,,,,0.345,5.943,1.337783004000000
7743,Valley Center 1,USA0058906,2.500000000000000,33.234200000000001,-117.001700000000000,Solar,,,,2014.000000000000000,Sol Orchard San Diego 22 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,65940,2017,0.136,4.853,6.18,6.169,5.65,
7744,Valley Center 2,USA0058907,5.000000000000000,33.234200000000001,-117.001700000000000,Solar,,,,2014.000000000000000,Sol Orchard San Diego 23 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,65940,2017,0.198,10.907,12.279,11.571,5.306,
7745,Valley Creek Solar,USA0061828,2.200000000000000,45.033000000000001,-123.093999999999994,Solar,,,,2018.000000000000000,SP Solar 8  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.03,0.981040870000000
7746,Valley Falls Hydroelectric Facility,USA0050034,2.500000000000000,42.904400000000003,-73.562500000000000,Hydro,,,,1985.000000000000000,Valley Falls Associates,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26034,2017,9.898,8.177,6.847,7.43,9.047,
7747,Valley Queen Cheese,USA0056274,4.500000000000000,45.221100000000000,-96.637200000000007,Oil,,,,2002.666666999999961,Valley Queen Cheese Factory  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,56918,2017,0.357,0.064,0.039,0.051,0.03892,
7748,Valley Sanitary District WTP Solar,USA0060824,1.000000000000000,33.708700000000000,-116.198899999999995,Solar,,,,2017.000000000000000,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,1.353,0.445927668000000
7749,Valley View,USA0000487,4.100000000000000,33.900100000000002,-117.828999999999994,Hydro,,,,1985.000000000000000,Metropolitan Water District of S CA,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26181,2017,8.371,20.471,11.729,11.779,0,
7750,Valley View Solar,USA0060247,4.000000000000000,40.418799999999997,-104.891900000000007,Solar,,,,2016.000000000000000,SR Clinch,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.163,9.91,9.103,1.783710672000000
7751,Valley View Transmission LLC,USA0057434,10.000000000000000,43.902799999999999,-96.021699999999996,Wind,,,,2011.000000000000000,Consolidated Edison Development Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63527,2017,31.131,32.893,32.572,29.917,31.69,
7752,Valmont,USA0000477,59.299999999999997,40.019500000000001,-105.201999999999998,Gas,,,,1973.000000000000000,Public Service Co of Colorado,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46204,2017,995.859996,1048.991048,1058.475045,1010.565003,217.967997,
7753,Valmont Combustion Turbine Project,USA0055207,142.199999999999989,40.020499999999998,-105.200900000000004,Gas,,,,2000.500000000000000,SWG Colorado LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,9.264,0.48,0,0,0,
7754,Valparaiso Solar  LLC,USA0058797,1.000000000000000,41.502200000000002,-87.161100000000005,Solar,,,,2013.000000000000000,Sustainable Power Group  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68328,2017,1.677,1.551,1.607,1.556,1.542,
7755,Van Sant Station,USA0007318,45.100000000000001,39.145000000000003,-75.548199999999994,Gas,Oil,,,1991.000000000000000,NAES Corporation - (DE),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18583,2017,1.568,1.836,2.403,1.176,3.681,
7756,Van Slyke Solar Center  LLC,USA0059761,5.000000000000000,35.777000000000001,-77.880499999999998,Solar,,,,2015.000000000000000,SRE Utility Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.201,9.124,9.952,9.608,
7757,Vanadium Redox Flow Battery Plant,USA0061107,2.000000000000000,32.682499999999997,-116.988799999999998,Storage,,,,2017.000000000000000,VRF Battery Plant,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.44,
7758,Vance Solar Farm  LLC,USA0059928,5.000000000000000,36.258499999999998,-78.412000000000006,Solar,,,,2016.000000000000000,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,8.664,9.17,2.229638340000000
7759,Vandenberg Solar Project,USA0061463,22.500000000000000,34.749699999999997,-120.510000000000005,Solar,,,,2018.000000000000000,Vandenberg Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,1.514,10.033372529999999
7760,Vanderbilt University Power Plant,USA0052048,18.699999999999999,36.145899999999997,-86.803799999999995,Gas,,,,2012.058823999999959,Vanderbilt University,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,86.236061,28.408,0,0,92.726,
7761,Vandolah Power Station,USA0055415,728.000000000000000,27.523599999999998,-81.924000000000007,Gas,Oil,,,2002.000000000000000,Vandolah Power Co LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48013,2017,0,319.648998,607.017999,1728.761035,1122.210031,
7762,Vansycle,USA0055125,25.000000000000000,45.936199999999999,-118.659999999999997,Wind,,,,1998.000000000000000,ESI Vansycle Partners LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,38153,2017,63.44,67.562,62.338,76.522,63.777,
7763,Vansycle II Wind Energy Center,USA0058324,98.900000000000006,45.899200000000000,-118.591399999999993,Wind,,,,2010.000000000000000,FPL Energy Stateline II Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,259.186,282.452,227.249,262.62,206.549,
7764,Vantage Wind Energy LLC,USA0057188,90.000000000000000,46.954700000000003,-120.181899999999999,Wind,,,,2010.000000000000000,Invenergy Services LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58337,2017,245.524,262.288,237.043,258.876,246.147,
7765,Varick,USA0002621,8.000000000000000,43.448599999999999,-76.505600000000001,Hydro,,,,1926.000000000000000,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27874,2017,31.824,28.483,21.191,20.629,29.73,
7766,Vasco Winds,USA0057700,78.200000000000003,37.790799999999997,-121.718100000000007,Wind,,,,2012.000000000000000,Vasco Winds  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,245.245,234.927,247.877,236.4,228.841,
7767,Vaughn Creek PV1,USA0060001,20.000000000000000,36.451000000000001,-77.120599999999996,Solar,,,,2018.000000000000000,Ecoplexus  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0,8.918553359000001
7768,Vega Community Solar,USA0060944,5.000000000000000,45.382800000000003,-95.203699999999998,Solar,,,,2017.000000000000000,Vega Community Solar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,1.529,2.229638340000000
7769,Vega Solar,USA0059555,20.000000000000000,36.925800000000002,-120.819999999999993,Solar,,,,2015.000000000000000,Vega Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,30.651,52.293,50.94,8.918553359000001
7770,Velva Windfarm LLC,USA0056670,11.900000000000000,48.083599999999997,-100.921499999999995,Wind,,,,2006.000000000000000,Acciona Wind Energy USA LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,54864,2017,28.887,33.694,28.55,28.601,31.851,
7771,Venable Solar 1,USA0058289,1.500000000000000,33.598900000000000,-114.571700000000007,Solar,,,,2015.000000000000000,Venable Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,2.201,3.039,3.183,0.668891502000000
7772,Venable Solar 2,USA0058290,1.500000000000000,33.597200000000001,-114.571700000000007,Solar,,,,2015.000000000000000,Venable Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,2.617,3.227,3.403,0.668891502000000
7773,Venice,USA0000913,586.000000000000000,38.664200000000001,-90.176400000000001,Gas,Oil,,,2004.687713000000031,Union Electric Co - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35274,2017,0,0,0,0,64.039,
7774,Venice Hydro,USA0000072,10.100000000000000,34.011400000000002,-118.416799999999995,Hydro,,,,1982.000000000000000,Metropolitan Water District of S CA,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26182,2017,0,0,0,0,2.225,
7775,Venice Resources Gas Recovery,USA0054539,1.600000000000000,42.984999999999999,-83.976399999999998,Waste,,,,1992.000000000000000,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,12.534,12.553,13.08,12.618,12.758,
7776,Venus Wind 3 LLC,USA0059230,3.000000000000000,41.741900000000001,-92.672200000000004,Wind,,,,2017.000000000000000,Venus Wind 3 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,7.883,0.532222668000000
7777,Veolia ES Blackfoot Landfill Facility,USA0058577,3.200000000000000,38.327199999999998,-87.200599999999994,Waste,,,,2009.000000000000000,Southern Indiana Gas & Elec Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58372,2017,16.03,11.73,13.492,13.108,11.67,
7778,Veolia Energy Trenton L.P.,USA0050094,6.000000000000000,40.216700000000003,-74.766700000000000,Gas,Oil,,,1984.000000000000000,Veolia Energy Trenton L.P,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34978,2017,1.43374,3.72008,4.94312,2.75576,1.54546,
7779,Verdi,USA0006531,2.400000000000000,39.312500000000000,-119.584999999999994,Hydro,,,,1911.000000000000000,Truckee Meadows Water Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32675,2017,17.756,10.7,4.013,13.993,17.74196,
7780,Vergennes 9,USA0006519,6.400000000000000,44.166400000000003,-73.257499999999993,Oil,Hydro,,,1949.031250000000000,Green Mountain Power Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21413,2017,13.905,11.566,9.028,10.199,11.42,
7781,Verizon-Torrance,USA0059261,1.000000000000000,33.850600000000000,-118.304199999999994,Gas,,,,2014.000000000000000,Bloom Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,7.408,6.26,6.87,7.881,
7782,Vermillion Energy Facility,USA0055111,692.000000000000000,39.922300000000000,-87.446399999999997,Gas,,,,2000.000000000000000,Duke Energy Ohio Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,67.169,14.632,105.077,147.883,58.277,
7783,Vernon,USA0007436,30.000000000000000,33.998600000000003,-118.221900000000005,Oil,,,,1933.000000000000000,City of Vernon,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,167.573943899999989
